S.No.,Train Name,Owning Zone,Owning Division,Train No.,Received,% Share,Closed,% Closed,Pending,Average Rating
1,PURI-ANVT NEELACHAL [SUPERFAST],East Coast Railway,KHURDA DIVISION,12875,91,1.13,69,75.82,22,Satisfactory
2,AVADH ASSAM EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,TINSUKIA DIVISION,15910,45,0.56,44,97.78,1,UnSatisfactory
3,HUMSAFAR EXPRESS [SUPERFAST],Northeast Frontier Railway,LUMDING DIVISION,12504,38,0.47,35,92.11,3,Satisfactory
4,UDZ YNRK EXP [MAIL EXPRESS],North Western Railway,AJMER DIVISION,19609,37,0.46,37,100.00,0,UnSatisfactory
5,VIVEK EXPRESS [SUPERFAST],Northeast Frontier Railway,TINSUKIA DIVISION,22503,36,0.45,35,97.22,1,Excellent
6,VSKP-NDLS AP SF EXP [SUPERFAST],South Coast Railway,VISAKHAPATNAM DIVISION,20805,34,0.42,33,97.06,1,Satisfactory
7,MAJN-ADI SPECIAL [TRAIN ON DEMAND],Western Railway,AHMEDABAD DIVISION,09423,31,0.39,31,100.00,0,UnSatisfactory
8,KOAA - ADI EXPRESS [MAIL EXPRESS],Western Railway,AHMEDABAD DIVISION,19414,30,0.37,30,100.00,0,Satisfactory
9,JAT-PUNE JHELUM EXPRESS [MAIL EXPRESS],Central Railway,PUNE DIVISION,11078,29,0.36,27,93.10,2,Satisfactory
10,AVADH ASSAM EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,TINSUKIA DIVISION,15909,29,0.36,28,96.55,1,Excellent
11,PUSHPAK SF EXP [SUPERFAST],North Eastern Railway,LUCKNOW DIVISION,12533,28,0.35,28,100.00,0,Satisfactory
12,CSMT-SBC UDYAN EXPRESS [MAIL EXPRESS],Central Railway,SHOLAPUR DIVISION,11301,27,0.34,26,96.30,1,Excellent
13,PURI-ANVT PURUSHOTTAM [SUPERFAST],East Coast Railway,KHURDA DIVISION,12801,25,0.31,25,100.00,0,Excellent
14,VIVEK EXPRESS [SUPERFAST],Northeast Frontier Railway,TINSUKIA DIVISION,22504,25,0.31,24,96.00,1,Satisfactory
15,SMVB-GHY S/F EXPRESS [SUPERFAST],Northeast Frontier Railway,LUMDING DIVISION,12509,24,0.30,23,95.83,1,UnSatisfactory
16,HWH-SC FALAKNUMA [SUPERFAST],South Central Railway,SECUNDERABAD DIVISION,12703,23,0.29,23,100.00,0,Satisfactory
17,NDLS-HYB [SUPERFAST],South Central Railway,SECUNDERABAD DIVISION,12724,22,0.27,22,100.00,0,UnSatisfactory
18,TATA-HWH STEEL EXPRESS [SUPERFAST],South Eastern Railway,CHAKRADHARPUR DIVISION,12814,22,0.27,22,100.00,0,Satisfactory
19,MALWA EXPRESS [SUPERFAST],Western Railway,RATLAM DIVISION,12919,22,0.27,22,100.00,0,Satisfactory
20,DNR-PUNE SPL [TRAIN ON DEMAND],Central Railway,PUNE DIVISION,01450,21,0.26,21,100.00,0,Satisfactory
