S.No.,Train Name,Owning Zone,Owning Division,Train No.,Received,% Share,Closed,% Closed,Pending,Average Rating
1,NDLS-BJU SPECIAL [TRAIN ON DEMAND],East Central Railway,SONEPUR DIVISION,02564,67,0.76,67,100.00,0,UnSatisfactory
2,GKP-CSMT SPL [TRAIN ON DEMAND],Central Railway,BOMBAY DIVISION,01080,53,0.60,53,100.00,0,Satisfactory
3,AVADH ASSAM EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,TINSUKIA DIVISION,15909,52,0.59,51,98.08,1,Satisfactory
4,SHC-PPTA - SMVB EXPRESS [SUPERFAST],East Central Railway,SAMASTIPUR DIVISION,22351,48,0.54,48,100.00,0,Satisfactory
5,CSMT-NGP SEWAGRAM EXP [SUPERFAST],Central Railway,NAGPUR DIVISION,12139,44,0.50,35,79.55,9,UnSatisfactory
6,SMVB-GHY S/F EXPRESS [SUPERFAST],Northeast Frontier Railway,LUMDING DIVISION,12509,41,0.46,41,100.00,0,Satisfactory
7,DNR-SMVB SANGHAMITRA EXP [SUPERFAST],South Western Railway,BANGALORE DIVISION,12296,33,0.37,33,100.00,0,Satisfactory
8,PNBE-ERS SF EXP [SUPERFAST],Southern Railway,THIRUVANANTHAPURAM DIVISION,22644,33,0.37,33,100.00,0,Satisfactory
9,JAT-PUNE JHELUM EXPRESS [MAIL EXPRESS],Central Railway,PUNE DIVISION,11078,30,0.34,29,96.67,1,Satisfactory
10,TVC-NZM RAJDHANI EXP [RAJDHANI],Northern Railway,DELHI DIVISION,12431,30,0.34,30,100.00,0,UnSatisfactory
11,AVADH ASSAM EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,TINSUKIA DIVISION,15910,30,0.34,30,100.00,0,UnSatisfactory
12,VIVEK EXPRESS [SUPERFAST],Northeast Frontier Railway,TINSUKIA DIVISION,22504,30,0.34,30,100.00,0,Satisfactory
13,AMARNATH EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,LUMDING DIVISION,15654,29,0.33,29,100.00,0,Satisfactory
14,NDLS-TVC KERALA SF EXP [SUPERFAST],Southern Railway,THIRUVANANTHAPURAM DIVISION,12626,27,0.30,23,85.19,4,Satisfactory
15,HUMSAFAR EXPRESS [SUPERFAST],Northeast Frontier Railway,LUMDING DIVISION,12503,26,0.29,26,100.00,0,UnSatisfactory
16,NDLS-SBC KARNATAKA EXP [SUPERFAST],South Western Railway,BANGALORE DIVISION,12628,26,0.29,26,100.00,0,Satisfactory
17,ADI-HWH SUPERFAST EXPRESS [SUPERFAST],South Eastern Railway,KHARAGPUR DIVISION,12833,26,0.29,26,100.00,0,Satisfactory
18,GKP-HDP SPL [TRAIN ON DEMAND],Central Railway,PUNE DIVISION,01416,25,0.28,25,100.00,0,Satisfactory
19,HUMSAFAR EXP SPL [TRAIN ON DEMAND],Northern Railway,FIROZPUR DIVISION,04652,25,0.28,25,100.00,0,UnSatisfactory
20,PUSHPAK SF EXP [SUPERFAST],North Eastern Railway,LUCKNOW DIVISION,12533,25,0.28,25,100.00,0,Satisfactory
