S.No.,Train Name,Owning Zone,Owning Division,Train No.,Received,% Share,Closed,% Closed,Pending,Average Rating
1,NZM BDTS YUVA [SUPERFAST],Western Railway,MUMBAI DIVISION,12248,82,1.00,78,95.12,4,UnSatisfactory
2,SMVB-GHY S/F EXPRESS [SUPERFAST],Northeast Frontier Railway,LUMDING DIVISION,12509,48,0.59,46,95.83,2,Satisfactory
3,JSG-G [MEMU],South East Central Railway,NAGPUR DIVISION,68862,45,0.55,40,88.89,5,UnSatisfactory
4,NZM DURG SF HUMSAFAR EXP. [SUPERFAST],South East Central Railway,RAIPUR DIVISION,22868,39,0.48,39,100.00,0,Satisfactory
5,PURI-YNRK DAILY EXP [MAIL EXPRESS],East Coast Railway,KHURDA DIVISION,18477,36,0.44,36,100.00,0,Satisfactory
6,HWH NDLS POORVA EXPRESS [SUPERFAST],Eastern Railway,HOWRAH DIVISION,12303,34,0.42,34,100.00,0,Satisfactory
7,MAS-NDLS GRAND TRUNK EXP [SUPERFAST],Southern Railway,CHENNAI DIVISION,12615,34,0.42,34,100.00,0,UnSatisfactory
8,AVADH ASSAM EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,TINSUKIA DIVISION,15910,34,0.42,34,100.00,0,Satisfactory
9,HUMSAFAR EXPRESS [SUPERFAST],Northeast Frontier Railway,LUMDING DIVISION,12504,33,0.40,21,63.64,12,Nil
10,GKP-YPR EXP [SUPERFAST],North Eastern Railway,LUCKNOW DIVISION,12591,33,0.40,33,100.00,0,Excellent
11,MALWA EXPRESS [SUPERFAST],Western Railway,RATLAM DIVISION,12920,33,0.40,31,93.94,2,Satisfactory
12,TVC-NDLS KERALA SF EXP [SUPERFAST],Southern Railway,THIRUVANANTHAPURAM DIVISION,12625,32,0.39,32,100.00,0,Satisfactory
13,ASR-KIR EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,KATIHAR DIVISION,15708,31,0.38,30,96.77,1,Satisfactory
14,ANVT-PURI PURSHOTTAM [SUPERFAST],East Coast Railway,KHURDA DIVISION,12802,30,0.37,29,96.67,1,Satisfactory
15,NDLS-SBC KARNATAKA EXP [SUPERFAST],South Western Railway,BANGALORE DIVISION,12628,27,0.33,27,100.00,0,Satisfactory
16,PURI-ANVT PURUSHOTTAM [SUPERFAST],East Coast Railway,KHURDA DIVISION,12801,27,0.33,27,100.00,0,Satisfactory
17,PNBE-ERS SF EXP [SUPERFAST],Southern Railway,THIRUVANANTHAPURAM DIVISION,22644,27,0.33,27,100.00,0,Excellent
18,JAT-PUNE JHELUM EXPRESS [MAIL EXPRESS],Central Railway,PUNE DIVISION,11078,26,0.32,26,100.00,0,Satisfactory
