S.No.,Train Name,Owning Zone,Owning Division,Train No.,Received,% Share,Closed,% Closed,Pending,Average Rating
1,PATNA-PURI EXPRESS [MAIL EXPRESS],East Coast Railway,KHURDA DIVISION,18406,67,0.91,67,100.00,0,Satisfactory
2,AVADH ASSAM EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,TINSUKIA DIVISION,15910,42,0.57,42,100.00,0,Satisfactory
3,YNRK-PURI EXPRESS [MAIL EXPRESS],East Coast Railway,KHURDA DIVISION,18478,39,0.53,38,97.44,1,Satisfactory
4,VIVEK EXPRESS [SUPERFAST],Northeast Frontier Railway,TINSUKIA DIVISION,22503,39,0.53,38,97.44,1,Satisfactory
5,PURI-ANVT NEELACHAL [SUPERFAST],East Coast Railway,KHURDA DIVISION,12875,31,0.42,31,100.00,0,Satisfactory
6,PRYJ-UDN SUMMER SPL [TRAIN ON DEMAND],North Central Railway,PRAYAGRAJ DIVISION,04105,29,0.39,29,100.00,0,Satisfactory
7,VIVEK EXPRESS [SUPERFAST],Northeast Frontier Railway,TINSUKIA DIVISION,22504,26,0.35,26,100.00,0,Satisfactory
8,AVADH ASSAM EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,TINSUKIA DIVISION,15909,25,0.34,25,100.00,0,Satisfactory
9,ASR-VSKP SF HIRAKUD EXP [SUPERFAST],South Coast Railway,VISAKHAPATNAM DIVISION,20808,25,0.34,24,96.00,1,Satisfactory
10,JAT-PUNE JHELUM EXPRESS [MAIL EXPRESS],Central Railway,PUNE DIVISION,11078,21,0.29,21,100.00,0,Satisfactory
11,KYQ-SVDK EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,LUMDING DIVISION,15655,21,0.29,20,95.24,1,UnSatisfactory
12,RAJDHANI EXPRESS [RAJDHANI],Northeast Frontier Railway,TINSUKIA DIVISION,20503,21,0.29,21,100.00,0,UnSatisfactory
13,BJU-NDLS SPECIAL [TRAIN ON DEMAND],East Central Railway,SONEPUR DIVISION,02563,20,0.27,20,100.00,0,Excellent
14,GHY-SMVB S/F EXPRESS [SUPERFAST],Northeast Frontier Railway,LUMDING DIVISION,12510,20,0.27,20,100.00,0,Satisfactory
15,PURI-HWH DHAULI EXP [SUPERFAST],East Coast Railway,KHURDA DIVISION,12822,19,0.26,19,100.00,0,Satisfactory
16,JBN-ED AMRIT BHARAT EXP [AMRIT BHARAT],Southern Railway,SALEM DIVISION,16602,19,0.26,19,100.00,0,UnSatisfactory
17,ASR BSP CHATTISGARH [MAIL EXPRESS],South East Central Railway,BILASPUR DIVISION,18238,19,0.26,19,100.00,0,Satisfactory
18,CSMT-SBC UDYAN EXPRESS [MAIL EXPRESS],Central Railway,SHOLAPUR DIVISION,11301,18,0.24,18,100.00,0,Excellent
19,RAJDHANI EXPRESS [RAJDHANI],Northern Railway,DELHI DIVISION,12423,18,0.24,18,100.00,0,UnSatisfactory
20,GARIB RATH EXPRESS [GARIB RATH],Northeast Frontier Railway,LUMDING DIVISION,12501,18,0.24,18,100.00,0,Satisfactory
