S.No.,Train Name,Owning Zone,Owning Division,Train No.,Received,% Share,Closed,% Closed,Pending,Average Rating
1,PURI-ANVT NEELACHAL [SUPERFAST],East Coast Railway,KHURDA DIVISION,12875,91,1.13,69,75.82,22,Satisfactory
2,AVADH ASSAM EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,TINSUKIA DIVISION,15910,45,0.56,44,97.78,1,UnSatisfactory
3,HUMSAFAR EXPRESS [SUPERFAST],Northeast Frontier Railway,LUMDING DIVISION,12504,38,0.47,35,92.11,3,Satisfactory
4,UDZ YNRK EXP [MAIL EXPRESS],North Western Railway,AJMER DIVISION,19609,37,0.46,37,100.00,0,UnSatisfactory
5,VIVEK EXPRESS [SUPERFAST],Northeast Frontier Railway,TINSUKIA DIVISION,22503,36,0.45,35,97.22,1,Excellent
6,VSKP-NDLS AP SF EXP [SUPERFAST],South Coast Railway,VISAKHAPATNAM DIVISION,20805,34,0.42,33,97.06,1,Satisfactory
7,MAJN-ADI SPECIAL [TRAIN ON DEMAND],Western Railway,AHMEDABAD DIVISION,09423,31,0.39,31,100.00,0,UnSatisfactory
8,KOAA - ADI EXPRESS [MAIL EXPRESS],Western Railway,AHMEDABAD DIVISION,19414,30,0.37,30,100.00,0,Satisfactory
9,JAT-PUNE JHELUM EXPRESS [MAIL EXPRESS],Central Railway,PUNE DIVISION,11078,29,0.36,27,93.10,2,Satisfactory
10,AVADH ASSAM EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,TINSUKIA DIVISION,15909,29,0.36,28,96.55,1,Excellent
11,PUSHPAK SF EXP [SUPERFAST],North Eastern Railway,LUCKNOW DIVISION,12533,28,0.35,28,100.00,0,Satisfactory
12,CSMT-SBC UDYAN EXPRESS [MAIL EXPRESS],Central Railway,SHOLAPUR DIVISION,11301,27,0.34,26,96.30,1,Excellent
13,PURI-ANVT PURUSHOTTAM [SUPERFAST],East Coast Railway,KHURDA DIVISION,12801,25,0.31,25,100.00,0,Excellent
14,VIVEK EXPRESS [SUPERFAST],Northeast Frontier Railway,TINSUKIA DIVISION,22504,25,0.31,24,96.00,1,Satisfactory
15,SMVB-GHY S/F EXPRESS [SUPERFAST],Northeast Frontier Railway,LUMDING DIVISION,12509,24,0.30,23,95.83,1,UnSatisfactory
16,HWH-SC FALAKNUMA [SUPERFAST],South Central Railway,SECUNDERABAD DIVISION,12703,23,0.29,23,100.00,0,Satisfactory
17,NDLS-HYB [SUPERFAST],South Central Railway,SECUNDERABAD DIVISION,12724,22,0.27,22,100.00,0,UnSatisfactory
18,TATA-HWH STEEL EXPRESS [SUPERFAST],South Eastern Railway,CHAKRADHARPUR DIVISION,12814,22,0.27,22,100.00,0,Satisfactory
19,MALWA EXPRESS [SUPERFAST],Western Railway,RATLAM DIVISION,12919,22,0.27,22,100.00,0,Satisfactory
20,DNR-PUNE SPL [TRAIN ON DEMAND],Central Railway,PUNE DIVISION,01450,21,0.26,21,100.00,0,Satisfactory
21,MADURAI-KANPUR SPECIAL [TRAIN ON DEMAND],North Central Railway,PRAYAGRAJ DIVISION,01926,21,0.26,21,100.00,0,Satisfactory
22,HWH-SMVB SUF EXPRESS [SUPERFAST],South Eastern Railway,KHARAGPUR DIVISION,12863,21,0.26,21,100.00,0,Excellent
23,GANGASUTLEJ EXPRESS [MAIL EXPRESS],East Central Railway,DHANBAD DIVISION,13308,21,0.26,21,100.00,0,Excellent
24,CHZ-SCL EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,LUMDING DIVISION,15645,21,0.26,21,100.00,0,UnSatisfactory
25,BNRS-CSMT EXP [SUPERFAST],Central Railway,BOMBAY DIVISION,22178,21,0.26,21,100.00,0,UnSatisfactory
26,SMVB-DNR SANGHAMITRA EXP [SUPERFAST],South Western Railway,BANGALORE DIVISION,12295,20,0.25,20,100.00,0,Satisfactory
27,DNR-SMVB SANGHAMITRA EXP [SUPERFAST],South Western Railway,BANGALORE DIVISION,12296,20,0.25,20,100.00,0,Excellent
28,SWANTRATA SENANI EXPRESS [SUPERFAST],East Central Railway,SAMASTIPUR DIVISION,12561,20,0.25,20,100.00,0,Excellent
29,ASR-HWH MAIL [MAIL EXPRESS],Eastern Railway,HOWRAH DIVISION,13006,20,0.25,20,100.00,0,Satisfactory
30,PURI-YNRK DAILY EXP [MAIL EXPRESS],East Coast Railway,KHURDA DIVISION,18477,20,0.25,20,100.00,0,Satisfactory
31,NED-NZM [TRAIN ON DEMAND],South Central Railway,NANDED DIVISION,07621,19,0.24,19,100.00,0,Satisfactory
32,BBSN-CSMT KONARK EXPRESS [MAIL EXPRESS],Central Railway,BOMBAY DIVISION,11020,19,0.24,19,100.00,0,Excellent
33,BUI-LTT KAMAYANI EXPRES [MAIL EXPRESS],Central Railway,BOMBAY DIVISION,11072,19,0.24,19,100.00,0,Satisfactory
34,MAQ-CAPE PARASURAM EXP [MAIL EXPRESS],Southern Railway,PALGHAT DIVISION,16649,19,0.24,19,100.00,0,UnSatisfactory
35,VSKP-LTT EXP [MAIL EXPRESS],South Coast Railway,VISAKHAPATNAM DIVISION,18519,19,0.24,19,100.00,0,Satisfactory
36,DBG-NDLS SPECIAL [TRAIN ON DEMAND],East Central Railway,SAMASTIPUR DIVISION,02569,18,0.22,18,100.00,0,Satisfactory
37,PUNE-ADI DORUNTO [DURONTO EXPRESS],Central Railway,PUNE DIVISION,12298,18,0.22,18,100.00,0,UnSatisfactory
38,NDLS-MAS GRAND TRUNK EXP [SUPERFAST],Southern Railway,CHENNAI DIVISION,12616,18,0.22,17,94.44,1,Satisfactory
39,NDLS-TVC KERALA SF EXP [SUPERFAST],Southern Railway,THIRUVANANTHAPURAM DIVISION,12626,18,0.22,18,100.00,0,Excellent
40,HTE-LTT SUPERFAST EXPRESS [SUPERFAST],South Eastern Railway,RANCHI DIVISION,12812,18,0.22,17,94.44,1,Satisfactory
