S.No.,Train Name,Owning Zone,Owning Division,Train No.,Received,% Share,Closed,% Closed,Pending,Average Rating
1,CSMT-NGP SEWAGRAM EXP [SUPERFAST],Central Railway,NAGPUR DIVISION,12139,57,0.63,57,100.00,0,Satisfactory
2,KOAA - ADI EXPRESS [MAIL EXPRESS],Western Railway,AHMEDABAD DIVISION,19414,46,0.51,46,100.00,0,Satisfactory
3,AVADH ASSAM EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,TINSUKIA DIVISION,15909,43,0.47,41,95.35,2,Satisfactory
4,PUNE HWH AZAD HIND EXP [SUPERFAST],Central Railway,PUNE DIVISION,12129,39,0.43,37,94.87,2,Satisfactory
5,HUMSAFAR EXPRESS [SUPERFAST],Northeast Frontier Railway,LUMDING DIVISION,12504,39,0.43,37,94.87,2,Satisfactory
6,DNR-SC EXP [SUPERFAST],South Central Railway,SECUNDERABAD DIVISION,12792,39,0.43,39,100.00,0,Satisfactory
7,CSMT-G VIDARBHA EXP [SUPERFAST],Central Railway,BOMBAY DIVISION,12105,37,0.41,37,100.00,0,UnSatisfactory
8,G-CSMT VIDARBHA EXP [SUPERFAST],Central Railway,BOMBAY DIVISION,12106,35,0.38,35,100.00,0,Satisfactory
9,NDLS-DBG SPECIAL [TRAIN ON DEMAND],East Central Railway,SAMASTIPUR DIVISION,02570,33,0.36,33,100.00,0,Satisfactory
10,SHC GARIB RATH [GARIB RATH],Northern Railway,FIROZPUR DIVISION,12204,33,0.36,33,100.00,0,Satisfactory
11,VIVEK EXPRESS [SUPERFAST],Northeast Frontier Railway,TINSUKIA DIVISION,22503,32,0.35,32,100.00,0,Satisfactory
12,HWH JAT HIMGIRI EXPRESS [MAIL EXPRESS],Eastern Railway,HOWRAH DIVISION,13041,31,0.34,30,96.77,1,Satisfactory
13,AVADH ASSAM EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,TINSUKIA DIVISION,15910,31,0.34,31,100.00,0,UnSatisfactory
14,LKQ-ANVT SPL [TRAIN ON DEMAND],Northern Railway,DELHI DIVISION,04013,30,0.33,30,100.00,0,Satisfactory
15,OKHA-GHY DWARKA EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,LUMDING DIVISION,15635,30,0.33,30,100.00,0,Satisfactory
16,MMCT-KIR SPECIAL [TRAIN ON DEMAND],Western Railway,MUMBAI DIVISION,09189,28,0.31,28,100.00,0,Satisfactory
17,JAT-PUNE JHELUM EXPRESS [MAIL EXPRESS],Central Railway,PUNE DIVISION,11078,27,0.30,27,100.00,0,Satisfactory
18,SWANTRATA SENANI EXPRESS [SUPERFAST],East Central Railway,SAMASTIPUR DIVISION,12562,26,0.29,25,96.15,1,Excellent
19,ADI-HWH SUPERFAST EXPRESS [SUPERFAST],South Eastern Railway,KHARAGPUR DIVISION,12833,26,0.29,26,100.00,0,Satisfactory
20,GKP-CSMT SPL [TRAIN ON DEMAND],Central Railway,BOMBAY DIVISION,01080,25,0.27,25,100.00,0,Satisfactory
21,PUSHPAK SF EXP [SUPERFAST],North Eastern Railway,LUCKNOW DIVISION,12533,25,0.27,22,88.00,3,Excellent
22,MALWA EXPRESS [SUPERFAST],Western Railway,RATLAM DIVISION,12919,25,0.27,25,100.00,0,Satisfactory
23,BRAHMAPUTRA MAIL [MAIL EXPRESS],Northeast Frontier Railway,LUMDING DIVISION,15658,25,0.27,25,100.00,0,Satisfactory
24,VIVEK EXPRESS [SUPERFAST],Northeast Frontier Railway,TINSUKIA DIVISION,22504,25,0.27,25,100.00,0,Excellent
25,MAU-ANVT EXPRESS [MAIL EXPRESS],North Eastern Railway,VARANASI DIVISION,15025,24,0.26,24,100.00,0,Excellent
26,PUNE-SOU EXPRESS [MAIL EXPRESS],Central Railway,PUNE DIVISION,11401,23,0.25,23,100.00,0,Satisfactory
27,RAPTISAGAR EXPRESS [SUPERFAST],North Eastern Railway,LUCKNOW DIVISION,12511,23,0.25,23,100.00,0,Satisfactory
28,PATNA-PURI EXPRESS [MAIL EXPRESS],East Coast Railway,KHURDA DIVISION,18406,23,0.25,23,100.00,0,Satisfactory
29,AVADH EXPRESS [MAIL EXPRESS],Western Railway,MUMBAI DIVISION,19038,23,0.25,22,95.65,1,Satisfactory
30,DOZ-GODA EXPRESS [MAIL EXPRESS],North Western Railway,AJMER DIVISION,19603,23,0.25,22,95.65,1,UnSatisfactory
31,DNR-HDP SPL [TRAIN ON DEMAND],Central Railway,PUNE DIVISION,01450,22,0.24,21,95.45,1,Satisfactory
32,DNR-SMVB SANGHAMITRA EXP [SUPERFAST],South Western Railway,BANGALORE DIVISION,12296,22,0.24,21,95.45,1,Satisfactory
33,BIHAR SAMPARK KRANTI EXP [SUPERFAST],East Central Railway,SAMASTIPUR DIVISION,12565,22,0.24,22,100.00,0,Excellent
34,SMVB-HWH SUPERFAST EXP [SUPERFAST],South Eastern Railway,KHARAGPUR DIVISION,12864,22,0.24,21,95.45,1,Excellent
35,GODA - LT(T) WKLY EXP [SUPERFAST],Eastern Railway,MALDA DIVISION,22311,22,0.24,22,100.00,0,UnSatisfactory
