S.No.,Train Name,Owning Zone,Owning Division,Train No.,Received,% Share,Closed,% Closed,Pending,Average Rating
1,PATNA-PURI EXPRESS [MAIL EXPRESS],East Coast Railway,KHURDA DIVISION,18406,67,0.91,67,100.00,0,Satisfactory
2,AVADH ASSAM EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,TINSUKIA DIVISION,15910,42,0.57,42,100.00,0,Satisfactory
3,YNRK-PURI EXPRESS [MAIL EXPRESS],East Coast Railway,KHURDA DIVISION,18478,39,0.53,38,97.44,1,Satisfactory
4,VIVEK EXPRESS [SUPERFAST],Northeast Frontier Railway,TINSUKIA DIVISION,22503,39,0.53,38,97.44,1,Satisfactory
5,PURI-ANVT NEELACHAL [SUPERFAST],East Coast Railway,KHURDA DIVISION,12875,31,0.42,31,100.00,0,Satisfactory
6,PRYJ-UDN SUMMER SPL [TRAIN ON DEMAND],North Central Railway,PRAYAGRAJ DIVISION,04105,29,0.39,29,100.00,0,Satisfactory
7,VIVEK EXPRESS [SUPERFAST],Northeast Frontier Railway,TINSUKIA DIVISION,22504,26,0.35,26,100.00,0,Satisfactory
8,AVADH ASSAM EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,TINSUKIA DIVISION,15909,25,0.34,25,100.00,0,Satisfactory
9,ASR-VSKP SF HIRAKUD EXP [SUPERFAST],South Coast Railway,VISAKHAPATNAM DIVISION,20808,25,0.34,24,96.00,1,Satisfactory
10,JAT-PUNE JHELUM EXPRESS [MAIL EXPRESS],Central Railway,PUNE DIVISION,11078,21,0.29,21,100.00,0,Satisfactory
11,KYQ-SVDK EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,LUMDING DIVISION,15655,21,0.29,20,95.24,1,UnSatisfactory
12,RAJDHANI EXPRESS [RAJDHANI],Northeast Frontier Railway,TINSUKIA DIVISION,20503,21,0.29,21,100.00,0,UnSatisfactory
13,BJU-NDLS SPECIAL [TRAIN ON DEMAND],East Central Railway,SONEPUR DIVISION,02563,20,0.27,20,100.00,0,Excellent
14,GHY-SMVB S/F EXPRESS [SUPERFAST],Northeast Frontier Railway,LUMDING DIVISION,12510,20,0.27,20,100.00,0,Satisfactory
15,PURI-HWH DHAULI EXP [SUPERFAST],East Coast Railway,KHURDA DIVISION,12822,19,0.26,19,100.00,0,Satisfactory
16,JBN-ED AMRIT BHARAT EXP [AMRIT BHARAT],Southern Railway,SALEM DIVISION,16602,19,0.26,19,100.00,0,UnSatisfactory
17,ASR BSP CHATTISGARH [MAIL EXPRESS],South East Central Railway,BILASPUR DIVISION,18238,19,0.26,19,100.00,0,Satisfactory
18,CSMT-SBC UDYAN EXPRESS [MAIL EXPRESS],Central Railway,SHOLAPUR DIVISION,11301,18,0.24,18,100.00,0,Excellent
19,RAJDHANI EXPRESS [RAJDHANI],Northern Railway,DELHI DIVISION,12423,18,0.24,18,100.00,0,UnSatisfactory
20,GARIB RATH EXPRESS [GARIB RATH],Northeast Frontier Railway,LUMDING DIVISION,12501,18,0.24,18,100.00,0,Satisfactory
21,DBRG-LTT EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,TINSUKIA DIVISION,15946,18,0.24,18,100.00,0,Excellent
22,PRNC HTE EXPRESS [MAIL EXPRESS],South Eastern Railway,RANCHI DIVISION,18625,18,0.24,18,100.00,0,Excellent
23,JYG LTT EXP [MAIL EXPRESS],Central Railway,BOMBAY DIVISION,11062,17,0.23,17,100.00,0,UnSatisfactory
24,GARIB RATH EX [GARIB RATH],Northern Railway,FIROZPUR DIVISION,12203,17,0.23,17,100.00,0,Excellent
25,SMVB-DNR SANGHAMITRA EXP [SUPERFAST],South Western Railway,BANGALORE DIVISION,12295,17,0.23,15,88.24,2,Excellent
26,YPR-NZM SAMPARKRANTI EXP [SUPERFAST],South Western Railway,BANGALORE DIVISION,12649,17,0.23,17,100.00,0,Satisfactory
27,ADI-PURI S/F EXP. [SUPERFAST],East Coast Railway,KHURDA DIVISION,12844,17,0.23,17,100.00,0,Satisfactory
28,SMVB - TATA SUF EXPRESS [SUPERFAST],South Eastern Railway,CHAKRADHARPUR DIVISION,12890,17,0.23,17,100.00,0,UnSatisfactory
29,BRAHMAPUTRA MAIL [MAIL EXPRESS],Northeast Frontier Railway,LUMDING DIVISION,15658,17,0.23,17,100.00,0,UnSatisfactory
30,LTT-AGTL AC EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,LUMDING DIVISION,15659,17,0.23,17,100.00,0,Nil
31,GIMB-KYQ EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,LUMDING DIVISION,15667,17,0.23,17,100.00,0,Excellent
32,KIR-ASR EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,KATIHAR DIVISION,15707,17,0.23,17,100.00,0,Satisfactory
33,CDG-DBRG EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,TINSUKIA DIVISION,15904,17,0.23,17,100.00,0,Satisfactory
34,PUSHPAK SF EXP [SUPERFAST],North Eastern Railway,LUCKNOW DIVISION,12533,16,0.22,14,87.50,2,Excellent
35,ANVT-MFP SAPTKRANTI EXP [SUPERFAST],East Central Railway,SAMASTIPUR DIVISION,12558,16,0.22,16,100.00,0,Satisfactory
36,DHANBAD - ALLEPY EXPRESS [MAIL EXPRESS],East Central Railway,DHANBAD DIVISION,13351,16,0.22,16,100.00,0,Satisfactory
37,PURI-YNRK DAILY EXP [MAIL EXPRESS],East Coast Railway,KHURDA DIVISION,18477,16,0.22,16,100.00,0,Satisfactory
38,VSKP-NDLS AP SF EXP [SUPERFAST],South Coast Railway,VISAKHAPATNAM DIVISION,20805,16,0.22,16,100.00,0,Satisfactory
39,CSMT-ASR AMRITSAR EXP [MAIL EXPRESS],Central Railway,BOMBAY DIVISION,11057,15,0.20,15,100.00,0,Satisfactory
40,NZM-ERS MANGALA SF EXP [SUPERFAST],Southern Railway,THIRUVANANTHAPURAM DIVISION,12618,15,0.20,14,93.33,1,Satisfactory
