S.No.,Train Name,Owning Zone,Owning Division,Train No.,Received,% Share,Closed,% Closed,Pending,Average Rating
1,CSMT-NGP SEWAGRAM EXP [SUPERFAST],Central Railway,NAGPUR DIVISION,12139,40,1.75,31,77.50,9,UnSatisfactory
2,SHC-PPTA - SMVB EXPRESS [SUPERFAST],East Central Railway,SAMASTIPUR DIVISION,22351,30,1.31,30,100.00,0,Satisfactory
3,PNBE-ERS SF EXP [SUPERFAST],Southern Railway,THIRUVANANTHAPURAM DIVISION,22644,27,1.18,27,100.00,0,Satisfactory
4,DNR-SC EXP [SUPERFAST],South Central Railway,SECUNDERABAD DIVISION,12792,18,0.79,18,100.00,0,Satisfactory
5,SNSI-HWH SUPERFAST EXP [SUPERFAST],South Eastern Railway,KHARAGPUR DIVISION,22893,18,0.79,18,100.00,0,Satisfactory
6,DNR-SMVB SANGHAMITRA EXP [SUPERFAST],South Western Railway,BANGALORE DIVISION,12296,17,0.74,17,100.00,0,Satisfactory
7,SMVB-GHY S/F EXPRESS [SUPERFAST],Northeast Frontier Railway,LUMDING DIVISION,12509,17,0.74,17,100.00,0,UnSatisfactory
8,CHETAK EXP [SUPERFAST],North Western Railway,BIKANER DIVISION,20473,16,0.70,15,93.75,1,Satisfactory
9,PUSHPAK SF EXP [SUPERFAST],North Eastern Railway,LUCKNOW DIVISION,12533,15,0.66,15,100.00,0,Excellent
10,NDLS-SBC KARNATAKA EXP [SUPERFAST],South Western Railway,BANGALORE DIVISION,12628,15,0.66,15,100.00,0,Satisfactory
11,MFP-ANVT SAPTKRANTI EXP [SUPERFAST],East Central Railway,SAMASTIPUR DIVISION,12557,14,0.61,14,100.00,0,Satisfactory
12,LKO-YPR EXPRESS [MAIL EXPRESS],South Western Railway,BANGALORE DIVISION,12540,13,0.57,13,100.00,0,Satisfactory
13,CSMT-ASR AMRITSAR EXP [MAIL EXPRESS],Central Railway,BOMBAY DIVISION,11057,12,0.52,11,91.67,1,UnSatisfactory
14,ADI-HWH SUPERFAST EXPRESS [SUPERFAST],South Eastern Railway,KHARAGPUR DIVISION,12833,12,0.52,12,100.00,0,Excellent
15,GKP - ADI EXPRESS [MAIL EXPRESS],Western Railway,AHMEDABAD DIVISION,19490,12,0.52,12,100.00,0,Excellent
16,JAT-PUNE JHELUM EXPRESS [MAIL EXPRESS],Central Railway,PUNE DIVISION,11078,11,0.48,11,100.00,0,Satisfactory
17,HWH NDLS POORVA EXPRESS [SUPERFAST],Eastern Railway,HOWRAH DIVISION,12303,11,0.48,11,100.00,0,Excellent
18,HWH-SC FALAKNUMA [SUPERFAST],South Central Railway,SECUNDERABAD DIVISION,12703,11,0.48,10,90.91,1,Satisfactory
19,DHANBAD - ALLEPY EXPRESS [MAIL EXPRESS],East Central Railway,DHANBAD DIVISION,13351,11,0.48,11,100.00,0,Satisfactory
20,AVADH ASSAM EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,TINSUKIA DIVISION,15910,11,0.48,11,100.00,0,UnSatisfactory
21,SHC - ADI EXPRESS [MAIL EXPRESS],Western Railway,AHMEDABAD DIVISION,19484,11,0.48,11,100.00,0,Satisfactory
22,PUNE-SOU EXPRESS [MAIL EXPRESS],Central Railway,PUNE DIVISION,11401,10,0.44,9,90.00,1,Excellent
23,PUNE HWH AZAD HIND EXP [SUPERFAST],Central Railway,PUNE DIVISION,12129,10,0.44,9,90.00,1,Satisfactory
24,SWANTRATA SENANI EXPRESS [SUPERFAST],East Central Railway,SAMASTIPUR DIVISION,12561,10,0.44,10,100.00,0,Excellent
25,SBC-MAS BRINDAVAN SF EXP [SUPERFAST],Southern Railway,CHENNAI DIVISION,12640,10,0.44,10,100.00,0,Satisfactory
26,ASR-HWH MAIL [MAIL EXPRESS],Eastern Railway,HOWRAH DIVISION,13006,10,0.44,10,100.00,0,Excellent
27,KOAA-JAT EXP [MAIL EXPRESS],Eastern Railway,SEALDAH DIVISION,13151,10,0.44,7,70.00,3,UnSatisfactory
28,ARA-RJPB-NJP CAPITAL EXP [MAIL EXPRESS],East Central Railway,DANAPUR DIVISION,13246,10,0.44,10,100.00,0,UnSatisfactory
29,VIVEK EXPRESS [SUPERFAST],Northeast Frontier Railway,TINSUKIA DIVISION,22504,10,0.44,10,100.00,0,Excellent
30,KUSHINAGAR SF [SUPERFAST],North Eastern Railway,LUCKNOW DIVISION,22537,10,0.44,10,100.00,0,Excellent
31,NDLS-TVC KERALA SF EXP [SUPERFAST],Southern Railway,THIRUVANANTHAPURAM DIVISION,12626,9,0.39,7,77.78,2,Satisfactory
32,MALWA EXPRESS [SUPERFAST],Western Railway,RATLAM DIVISION,12919,9,0.39,9,100.00,0,Satisfactory
33,CSMT -MAS EXP [SUPERFAST],Central Railway,BOMBAY DIVISION,22159,9,0.39,9,100.00,0,Satisfactory
34,NTSK-SMVB S/F EXPRESS [SUPERFAST],Northeast Frontier Railway,TINSUKIA DIVISION,22502,9,0.39,9,100.00,0,Satisfactory
35,KKDE-KURJ EXPRESS [MAIL EXPRESS],North Central Railway,JHANSI DIVISION,11842,8,0.35,8,100.00,0,Satisfactory
36,HUMSAFAR EXPRESS [SUPERFAST],Northeast Frontier Railway,LUMDING DIVISION,12504,8,0.35,8,100.00,0,Nil
37,GKP-YPR EXP [SUPERFAST],North Eastern Railway,LUCKNOW DIVISION,12591,8,0.35,8,100.00,0,Satisfactory
38,MALWA EXPRESS [SUPERFAST],Western Railway,RATLAM DIVISION,12920,8,0.35,8,100.00,0,Nil
39,HWH JAT HIMGIRI EXPRESS [MAIL EXPRESS],Eastern Railway,HOWRAH DIVISION,13041,8,0.35,8,100.00,0,Satisfactory
40,NAGAON EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,LUMDING DIVISION,15630,8,0.35,8,100.00,0,Excellent
