S.No.,Train Name,Owning Zone,Owning Division,Train No.,Received,% Share,Closed,% Closed,Pending,Average Rating
1,CSMT-NGP SEWAGRAM EXP [SUPERFAST],Central Railway,NAGPUR DIVISION,12139,52,1.88,52,100.00,0,UnSatisfactory
2,CSMT-G VIDARBHA EXP [SUPERFAST],Central Railway,BOMBAY DIVISION,12105,34,1.23,34,100.00,0,UnSatisfactory
3,G-CSMT VIDARBHA EXP [SUPERFAST],Central Railway,BOMBAY DIVISION,12106,29,1.05,29,100.00,0,Satisfactory
4,DNR-SC EXP [SUPERFAST],South Central Railway,SECUNDERABAD DIVISION,12792,26,0.94,26,100.00,0,Satisfactory
5,PUNE HWH AZAD HIND EXP [SUPERFAST],Central Railway,PUNE DIVISION,12129,22,0.80,22,100.00,0,Satisfactory
6,KOAA - ADI EXPRESS [MAIL EXPRESS],Western Railway,AHMEDABAD DIVISION,19414,22,0.80,22,100.00,0,Satisfactory
7,GODA - LT(T) WKLY EXP [SUPERFAST],Eastern Railway,MALDA DIVISION,22311,21,0.76,21,100.00,0,UnSatisfactory
8,DOZ-GODA EXPRESS [MAIL EXPRESS],North Western Railway,AJMER DIVISION,19603,20,0.72,19,95.00,1,UnSatisfactory
9,CSMT-NGP DURONTO [DURONTO EXPRESS],Central Railway,BOMBAY DIVISION,12289,16,0.58,16,100.00,0,Satisfactory
10,MALWA EXPRESS [SUPERFAST],Western Railway,RATLAM DIVISION,12919,16,0.58,16,100.00,0,Satisfactory
11,PUSHPAK SF EXP [SUPERFAST],North Eastern Railway,LUCKNOW DIVISION,12533,15,0.54,12,80.00,3,Satisfactory
12,BNRS-CSMT EXP [SUPERFAST],Central Railway,BOMBAY DIVISION,22178,15,0.54,15,100.00,0,Satisfactory
13,BSB - OKHA SUF [SUPERFAST],Western Railway,RAJKOT DIVISION,22970,15,0.54,15,100.00,0,Satisfactory
14,CSMT-SBC UDYAN EXPRESS [MAIL EXPRESS],Central Railway,SHOLAPUR DIVISION,11301,14,0.51,14,100.00,0,Excellent
15,BGP ANVT VIKRAM SHILA EXP [SUPERFAST],Eastern Railway,MALDA DIVISION,12367,13,0.47,13,100.00,0,UnSatisfactory
16,BIHAR SAMPARK KRANTI EXP [SUPERFAST],East Central Railway,SAMASTIPUR DIVISION,12565,13,0.47,13,100.00,0,Satisfactory
17,SBC-NDLS SF KARNATAKA EXP [SUPERFAST],South Western Railway,BANGALORE DIVISION,12627,13,0.47,13,100.00,0,Satisfactory
18,ADI-HWH SUPERFAST EXPRESS [SUPERFAST],South Eastern Railway,KHARAGPUR DIVISION,12833,13,0.47,13,100.00,0,Satisfactory
19,JYG LTT EXP [MAIL EXPRESS],Central Railway,BOMBAY DIVISION,11062,12,0.43,12,100.00,0,Satisfactory
20,ASN - ADI EXPRESS [MAIL EXPRESS],Western Railway,AHMEDABAD DIVISION,19436,12,0.43,12,100.00,0,Satisfactory
21,JBP-NZM DAILY EXP. [SUPERFAST],West Central Railway,JABALPUR DIVISION,22181,12,0.43,12,100.00,0,UnSatisfactory
22,JAT-PUNE JHELUM EXPRESS [MAIL EXPRESS],Central Railway,PUNE DIVISION,11078,11,0.40,11,100.00,0,Nil
23,GAYA-CHENNAI EXPRESS [SUPERFAST],East Central Railway,Pt. DEEN DAYAL UPADHYAYA DIVISION,12389,11,0.40,11,100.00,0,Excellent
24,NZM-HYB DAKSHIN EXP [SUPERFAST],South Central Railway,SECUNDERABAD DIVISION,12722,11,0.40,10,90.91,1,UnSatisfactory
25,PURI-ANVT PURUSHOTTAM [SUPERFAST],East Coast Railway,KHURDA DIVISION,12801,11,0.40,11,100.00,0,Nil
26,ALLEPY-DHANBAD EXPRESS [MAIL EXPRESS],East Central Railway,DHANBAD DIVISION,13352,11,0.40,11,100.00,0,Excellent
27,VIVEK EXPRESS [SUPERFAST],Northeast Frontier Railway,TINSUKIA DIVISION,22503,11,0.40,11,100.00,0,Satisfactory
28,REWA-RKMP REWANCHAL EXP [SUPERFAST],West Central Railway,BHOPAL DIVISION,12186,10,0.36,9,90.00,1,UnSatisfactory
29,LTT SHM JNANESWARI DELX [SUPERFAST],Central Railway,BOMBAY DIVISION,12101,9,0.33,9,100.00,0,Excellent
30,DNR-SMVB SANGHAMITRA EXP [SUPERFAST],South Western Railway,BANGALORE DIVISION,12296,9,0.33,8,88.89,1,Satisfactory
31,NORTHEAST EXPRESS [SUPERFAST],Northeast Frontier Railway,LUMDING DIVISION,12505,9,0.33,9,100.00,0,Excellent
32,HWH JAT HIMGIRI EXPRESS [MAIL EXPRESS],Eastern Railway,HOWRAH DIVISION,13041,9,0.33,9,100.00,0,UnSatisfactory
33,DUMK-PNBE EXPRESS [MAIL EXPRESS],East Central Railway,DHANBAD DIVISION,13333,9,0.33,9,100.00,0,Satisfactory
34,LTT-DBRG EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,TINSUKIA DIVISION,15945,9,0.33,9,100.00,0,Satisfactory
35,PATNA-PURI EXPRESS [MAIL EXPRESS],East Coast Railway,KHURDA DIVISION,18406,9,0.33,9,100.00,0,UnSatisfactory
36,DNR- SMVB SF EXPRESS SPL [TRAIN ON DEMAND],East Central Railway,DANAPUR DIVISION,03251,8,0.29,8,100.00,0,UnSatisfactory
37,PUNE-SOU EXPRESS [MAIL EXPRESS],Central Railway,PUNE DIVISION,11401,8,0.29,8,100.00,0,Satisfactory
38,NGP-CSMT SEWAGRAM EXP. [SUPERFAST],Central Railway,NAGPUR DIVISION,12140,8,0.29,8,100.00,0,Satisfactory
39,HUMSAFAR EXPRESS [SUPERFAST],Northeast Frontier Railway,LUMDING DIVISION,12504,8,0.29,8,100.00,0,Satisfactory
