S.No.,Train Name,Owning Zone,Owning Division,Train No.,Received,% Share,Closed,% Closed,Pending,Average Rating
1,NZM-MAS GARIBRATH [GARIB RATH],Southern Railway,CHENNAI DIVISION,12612,23,1.69,23,100.00,0,Satisfactory
2,BBS-HWH JAN SHATABDI [JAN SHATABDI],East Coast Railway,KHURDA DIVISION,12074,15,1.10,15,100.00,0,UnSatisfactory
3,BUI-DR SPL [TRAIN ON DEMAND],Central Railway,BOMBAY DIVISION,01026,14,1.03,14,100.00,0,UnSatisfactory
4,YNRK-MFP SPL [TRAIN ON DEMAND],Northern Railway,MORADABAD DIVISION,04314,14,1.03,14,100.00,0,Satisfactory
5,MAS- SBC DOUBLE DECKER [SUPERFAST],Southern Railway,CHENNAI DIVISION,22625,11,0.81,11,100.00,0,Satisfactory
6,DNR-HDP SPL [TRAIN ON DEMAND],Central Railway,PUNE DIVISION,01450,9,0.66,9,100.00,0,Satisfactory
7,ASR-BJU SPL [TRAIN ON DEMAND],Northern Railway,FIROZPUR DIVISION,04610,9,0.66,9,100.00,0,Satisfactory
8,BBU-PNBE INTERCITY EXP [MAIL EXPRESS],East Central Railway,SAMASTIPUR DIVISION,13250,9,0.66,9,100.00,0,Satisfactory
9,PUNE-SOU EXPRESS [MAIL EXPRESS],Central Railway,PUNE DIVISION,11401,8,0.59,8,100.00,0,UnSatisfactory
10,HWH-CSMT MAIL [SUPERFAST],South Eastern Railway,KHARAGPUR DIVISION,12810,8,0.59,8,100.00,0,Satisfactory
11,GHY-DLCR EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,LUMDING DIVISION,15617,8,0.59,5,62.50,3,Excellent
12,GHY-SMVB S/F EXPRESS [SUPERFAST],Northeast Frontier Railway,LUMDING DIVISION,12510,7,0.51,6,85.71,1,Nil
13,DLI-GODA EXP [MAIL EXPRESS],Northern Railway,DELHI DIVISION,14050,7,0.51,6,85.71,1,Satisfactory
14,VIVEK EXPRESS [SUPERFAST],Northeast Frontier Railway,TINSUKIA DIVISION,22504,7,0.51,7,100.00,0,Satisfactory
15,GTNR-BDTS TOD SPL [TRAIN ON DEMAND],North Eastern Railway,LUCKNOW DIVISION,05033,6,0.44,6,100.00,0,Excellent
16,ADI-PUNE DURONTO [DURONTO EXPRESS],Central Railway,PUNE DIVISION,12297,6,0.44,6,100.00,0,Excellent
17,GAYA-NDLS MAHABODHI EXP [SUPERFAST],East Central Railway,Pt. DEEN DAYAL UPADHYAYA DIVISION,12397,6,0.44,6,100.00,0,Satisfactory
18,NDLS-TVC KERALA SF EXP [SUPERFAST],Southern Railway,THIRUVANANTHAPURAM DIVISION,12626,6,0.44,6,100.00,0,UnSatisfactory
19,GCT-ANVT SUHAILDEVEXP [SUPERFAST],Northern Railway,DELHI DIVISION,22419,6,0.44,6,100.00,0,Satisfactory
20,KUSHINAGAR SF [SUPERFAST],North Eastern Railway,LUCKNOW DIVISION,22538,6,0.44,6,100.00,0,Excellent
21,YPR- SHC SPECIAL [TRAIN ON DEMAND],East Central Railway,SAMASTIPUR DIVISION,05552,5,0.37,5,100.00,0,Satisfactory
22,PRNC-ANVT EXPRESS SPL [TRAIN ON DEMAND],East Central Railway,SAMASTIPUR DIVISION,05579,5,0.37,5,100.00,0,Nil
23,DNR-PUNE AMRIT BHARAT [AMRIT BHARAT],Central Railway,PUNE DIVISION,11432,5,0.37,5,100.00,0,Excellent
24,HWH PUNE AZAD HIND EXP [SUPERFAST],Central Railway,PUNE DIVISION,12130,5,0.37,5,100.00,0,Nil
25,TVC-NDLS KERALA SF EXP [SUPERFAST],Southern Railway,THIRUVANANTHAPURAM DIVISION,12625,5,0.37,5,100.00,0,Excellent
26,HWH-ADI SUPERFAST EXPRESS [SUPERFAST],South Eastern Railway,KHARAGPUR DIVISION,12834,5,0.37,5,100.00,0,Excellent
27,RANIKHET EXP [MAIL EXPRESS],North Eastern Railway,IZATNAGAR DIVISION,15013,5,0.37,5,100.00,0,Excellent
28,DARBHANGA-KOLKATA EXPRESS [MAIL EXPRESS],East Central Railway,SAMASTIPUR DIVISION,15234,5,0.37,5,100.00,0,Nil
29,SIKKIM MAHANANDA EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,ALIPURDUAR DIVISION,15483,5,0.37,5,100.00,0,Nil
30,TATA JAT EXP [MAIL EXPRESS],South Eastern Railway,CHAKRADHARPUR DIVISION,18101,5,0.37,5,100.00,0,Excellent
31,YNRK-PURI EXPRESS [MAIL EXPRESS],East Coast Railway,KHURDA DIVISION,18478,5,0.37,5,100.00,0,Excellent
32,SC-NGP VANDE BHARAT [VANDE BHARAT],Central Railway,NAGPUR DIVISION,20102,5,0.37,5,100.00,0,UnSatisfactory
33,PATALKOT SUF EXP [SUPERFAST],Northern Railway,FIROZPUR DIVISION,20423,5,0.37,5,100.00,0,Nil
34,BSB LKO SUF [SUPERFAST],Northern Railway,LUCKNOW DIVISION,24203,5,0.37,5,100.00,0,Satisfactory
35,DNR- SMVB SF EXPRESS SPL [TRAIN ON DEMAND],East Central Railway,DANAPUR DIVISION,03251,4,0.29,4,100.00,0,Nil
36,BGP - GIMB SPECIAL [TRAIN ON DEMAND],Western Railway,AHMEDABAD DIVISION,09452,4,0.29,4,100.00,0,Excellent
37,CSMT-ASR AMRITSAR EXP [MAIL EXPRESS],Central Railway,BOMBAY DIVISION,11057,4,0.29,4,100.00,0,Nil
38,NGP-CSMT SEWAGRAM EXP. [SUPERFAST],Central Railway,NAGPUR DIVISION,12140,4,0.29,4,100.00,0,Nil
39,SMVB-HWH DURONTO EXPRESS [DURONTO EXPRESS],South Eastern Railway,KHARAGPUR DIVISION,12246,4,0.29,4,100.00,0,Nil
40,RGD-NDLS SHRAMJEEVI EXP [SUPERFAST],East Central Railway,DANAPUR DIVISION,12391,4,0.29,4,100.00,0,UnSatisfactory
