S.No.,Train Name,Owning Zone,Owning Division,Train No.,Received,% Share,Closed,% Closed,Pending,Average Rating
1,DADN-PRYJ EXP. [MAIL EXPRESS],North Central Railway,PRAYAGRAJ DIVISION,14115,30,1.23,29,96.67,1,Satisfactory
2,MFP-SMVB EXPRESS [MAIL EXPRESS],East Central Railway,SAMASTIPUR DIVISION,15228,30,1.23,28,93.33,2,Satisfactory
3,HWH NDLS POORVA EXPRESS [SUPERFAST],Eastern Railway,HOWRAH DIVISION,12303,28,1.14,28,100.00,0,UnSatisfactory
4,G-KOP MAHARASHTRA EXP [MAIL EXPRESS],Central Railway,PUNE DIVISION,11040,26,1.06,26,100.00,0,Satisfactory
5,G-CSMT VIDARBHA EXP [SUPERFAST],Central Railway,BOMBAY DIVISION,12106,18,0.74,18,100.00,0,Satisfactory
6,VIVEK EXPRESS [SUPERFAST],Northeast Frontier Railway,TINSUKIA DIVISION,22503,18,0.74,18,100.00,0,Satisfactory
7,NZM-JBP MAHAKOSHAL EXP [SUPERFAST],West Central Railway,JABALPUR DIVISION,12190,15,0.61,15,100.00,0,UnSatisfactory
8,BGP ANVT VIKRAM SHILA EXP [SUPERFAST],Eastern Railway,MALDA DIVISION,12367,15,0.61,15,100.00,0,UnSatisfactory
9,DNR-SMVB SANGHAMITRA EXP [SUPERFAST],South Western Railway,BANGALORE DIVISION,12296,14,0.57,14,100.00,0,Excellent
10,NDLS-SBC KARNATAKA EXP [SUPERFAST],South Western Railway,BANGALORE DIVISION,12628,14,0.57,14,100.00,0,Excellent
11,NGP-CSMT SEWAGRAM EXP. [SUPERFAST],Central Railway,NAGPUR DIVISION,12140,13,0.53,13,100.00,0,UnSatisfactory
12,U S KRANTI EXPRESS [SUPERFAST],Northern Railway,DELHI DIVISION,12447,13,0.53,11,84.62,2,Nil
13,MALWA EXPRESS [SUPERFAST],Western Railway,RATLAM DIVISION,12919,13,0.53,9,69.23,4,UnSatisfactory
14,CSMT -MAS EXP [SUPERFAST],Central Railway,BOMBAY DIVISION,22159,12,0.49,12,100.00,0,UnSatisfactory
15,STP-LTT EXPRESS [SUPERFAST],Central Railway,BOMBAY DIVISION,12108,11,0.45,11,100.00,0,Satisfactory
16,JBN-ED AMRIT BHARAT EXP [AMRIT BHARAT],Southern Railway,SALEM DIVISION,16602,11,0.45,11,100.00,0,UnSatisfactory
17,SHC - ADI EXPRESS [MAIL EXPRESS],Western Railway,AHMEDABAD DIVISION,19484,11,0.45,10,90.91,1,Satisfactory
18,DNR-SC EXP [SUPERFAST],South Central Railway,SECUNDERABAD DIVISION,12792,10,0.41,9,90.00,1,Satisfactory
19,HWH CSMT GITANJALI EXP [SUPERFAST],South Eastern Railway,KHARAGPUR DIVISION,12860,10,0.41,10,100.00,0,UnSatisfactory
20,PRYJ-DADN EXP. [MAIL EXPRESS],North Central Railway,PRAYAGRAJ DIVISION,14116,10,0.41,10,100.00,0,Satisfactory
21,KURJ-KKDE EXPRES [MAIL EXPRESS],North Central Railway,JHANSI DIVISION,11841,9,0.37,7,77.78,2,Nil
22,YPR-NZM SAMPARKRANTI EXP [SUPERFAST],South Western Railway,BANGALORE DIVISION,12649,9,0.37,9,100.00,0,UnSatisfactory
23,DHANBAD - ALLEPY EXPRESS [MAIL EXPRESS],East Central Railway,DHANBAD DIVISION,13351,9,0.37,9,100.00,0,Excellent
24,ALLEPY-DHANBAD EXPRESS [MAIL EXPRESS],East Central Railway,DHANBAD DIVISION,13352,9,0.37,9,100.00,0,Excellent
25,NAGAON EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,LUMDING DIVISION,15629,9,0.37,9,100.00,0,Excellent
26,PRNC HTE EXPRESS [MAIL EXPRESS],South Eastern Railway,RANCHI DIVISION,18625,9,0.37,9,100.00,0,Nil
27,JBP-NZM DAILY EXP. [SUPERFAST],West Central Railway,JABALPUR DIVISION,22181,9,0.37,7,77.78,2,Satisfactory
28,VSKP-LTT S/F WEEKLY [SUPERFAST],South Coast Railway,VISAKHAPATNAM DIVISION,22847,9,0.37,9,100.00,0,UnSatisfactory
29,BUI-LTT KAMAYANI EXPRES [MAIL EXPRESS],Central Railway,BOMBAY DIVISION,11072,8,0.33,8,100.00,0,Excellent
30,BUNDELKHAND EXP [MAIL EXPRESS],North Central Railway,JHANSI DIVISION,11107,8,0.33,6,75.00,2,UnSatisfactory
31,SOU-PUNE EXP [MAIL EXPRESS],Central Railway,PUNE DIVISION,11402,8,0.33,8,100.00,0,UnSatisfactory
32,BSB-JAT EXP. [SUPERFAST],Northern Railway,LUCKNOW DIVISION,12237,8,0.33,5,62.50,3,UnSatisfactory
